week_year,city,kitchen,brand_name,orders,gmv_nac
2026-08-17,Bogotá,36 VILLA DEL PRADO,Mr Beast Burger Turbo,61,3567400
2026-08-17,Bogotá,65 CALLE 109,Ñamgucheria Turbo,59,3032700
2026-08-17,Bogotá,06 COLINA,AVOCALIA TURBO,58,2469700
2026-08-17,Bucaramanga,42 CABECERA,Green House Turbo,57,2122800
2026-08-17,Bogotá,65 CALLE 109,Green House Turbo,56,2159900
2026-08-17,Bogotá,65 CALLE 109,Cinnabon Turbo,55,1885600
2026-08-17,Medellín,12 LAURELES,Mr Beast Burger Turbo,54,2812300
2026-08-17,Bogotá,02 PARQUE 93,Green House Turbo,53,2104800
2026-08-17,Cartagena,33 CARTAGENA,AVOCALIA TURBO,53,2311600
2026-08-17,Cali,46 INGENIO,AVOCALIA TURBO,53,2206300
2026-08-17,Bogotá,65 CALLE 109,Desayunos de la Abuela Turbo,52,3149500
2026-08-17,Barranquilla,32 BARRANQUILLA,Cinnabon Turbo,51,1346400
2026-08-17,Bogotá,71 CEDRITOS,Green House Turbo,51,1935500
2026-08-17,Bogotá,03 CHAPINERO,Burritos & Co Turbo,51,2446700
2026-08-17,Barranquilla,32 BARRANQUILLA,Burritos & Co Turbo,50,1936600
2026-08-17,Bogotá,02 PARQUE 93,Burritos & Co Turbo,50,2123000
2026-08-17,Bogotá,38 KENNEDY,Burritos & Co Turbo,50,2655800
2026-08-17,Bogotá,38 KENNEDY,Mr Beast Burger Turbo,50,2974000
2026-08-17,Bogotá,71 CEDRITOS,AVOCALIA TURBO,50,2314500
2026-08-17,Medellín,11 MANILA,Honest Food Turbo,49,2281300
2026-08-17,Medellín,12 LAURELES,Desayunos de la Abuela Turbo,48,2475700
2026-08-17,Bogotá,03 CHAPINERO,The Breakfast Club Turbo,46,2200200
2026-08-17,Bogotá,71 CEDRITOS,Burritos & Co Turbo,45,2392700
2026-08-17,Bogotá,06 COLINA,Mr Beast Burger Turbo,45,2286900
2026-08-17,Bogotá,01 USAQUEN,BRUNCH & MUNCH TURBO,44,2293300
2026-08-17,Bogotá,02 PARQUE 93,La Cuadra Turbo,44,2316000
2026-08-17,Cartagena,33 CARTAGENA,La Cuadra Turbo,44,2336600
2026-08-17,Cali,24 SAN FERNANDO,Green House Turbo,44,1750700
2026-08-17,Medellín,11 MANILA,The Breakfast Club Turbo,43,2224700
2026-08-17,Bogotá,69 ARRECIFE,Green House Turbo,42,1567000
2026-08-17,Bogotá,71 CEDRITOS,Ñamgucheria Turbo,42,2203500
2026-08-17,Bogotá,71 CEDRITOS,BRUNCH & MUNCH TURBO,41,2637500
2026-08-17,Bogotá,01 USAQUEN,La Cuadra Turbo,41,3016000
2026-08-17,Bogotá,03 CHAPINERO,La Cuadra Turbo,41,2061000
2026-08-17,Bogotá,36 VILLA DEL PRADO,Cinnabon Turbo,39,1095000
2026-08-17,Bogotá,03 CHAPINERO,Desayunos de la Abuela Turbo,39,2137300
2026-08-17,Barranquilla,32 BARRANQUILLA,Desayunos de la Abuela Turbo,39,1612900
2026-08-17,Cartagena,33 CARTAGENA,Burritos & Co Turbo,38,1676200
2026-08-17,Bogotá,71 CEDRITOS,Desayunos de la Abuela Turbo,37,2153100
2026-08-17,Bogotá,03 CHAPINERO,Honest Food Turbo,37,1538900
2026-08-17,Bogotá,01 USAQUEN,Green House Turbo,37,1626300
2026-08-17,Bogotá,65 CALLE 109,Mr Beast Burger Turbo,35,2248800
2026-08-17,Medellín,12 LAURELES,House of Salads Turbo,35,1248100
2026-08-17,Cartagena,33 CARTAGENA,Green House Turbo,35,1466000
2026-08-17,Bucaramanga,42 CABECERA,Mr Beast Burger Turbo,34,1717100
2026-08-17,Barranquilla,32 BARRANQUILLA,The Breakfast Club Turbo,34,1743800
2026-08-17,Bogotá,06 COLINA,Desayunos de la Abuela Turbo,34,2031400
2026-08-17,Bogotá,69 ARRECIFE,Mr Beast Burger Turbo,34,1813600
2026-08-17,Cali,22 SANTA MONICA,AVOCALIA TURBO,34,1698500
2026-08-17,Bogotá,36 VILLA DEL PRADO,Green House Turbo,33,1426400
2026-08-17,Bogotá,69 ARRECIFE,Honest Food Turbo,33,1741100
2026-08-17,Medellín,12 LAURELES,The Breakfast Club Turbo,32,2196100
2026-08-17,Cali,22 SANTA MONICA,La Cuadra Turbo,32,1776100
2026-08-17,Medellín,11 MANILA,Ñamgucheria Turbo,32,1711600
2026-08-17,Bogotá,69 ARRECIFE,La Cuadra Turbo,32,1834800
2026-08-17,Bogotá,01 USAQUEN,Burritos & Co Turbo,31,1610500
2026-08-17,Bogotá,50 CHICO,The Breakfast Club Turbo,31,1766200
2026-08-17,Bogotá,02 PARQUE 93,Honest Food Turbo,31,1293200
2026-08-17,Bogotá,08 ANDES,Ñamgucheria Turbo,31,1514100
2026-08-17,Medellín,11 MANILA,Monteverde Turbo,30,1104600
2026-08-17,Medellín,12 LAURELES,Honest Food Turbo,30,1316700
2026-08-17,Bogotá,71 CEDRITOS,La Cuadra Turbo,30,1851600
2026-08-17,Bucaramanga,42 CABECERA,The Breakfast Club Turbo,29,1307300
2026-08-17,Bogotá,65 CALLE 109,The Breakfast Club Turbo,29,1555000
2026-08-17,Bogotá,01 USAQUEN,Cinnabon Turbo,28,1007000
2026-08-17,Bogotá,36 VILLA DEL PRADO,Desayunos de la Abuela Turbo,27,1903500
2026-08-17,Bogotá,02 PARQUE 93,Mr Beast Burger Turbo,26,1620500
2026-08-17,Bogotá,01 USAQUEN,Ñamgucheria Turbo,26,1311100
2026-08-17,Barranquilla,32 BARRANQUILLA,Monteverde Turbo,26,806900
2026-08-17,Bogotá,06 COLINA,La Cuadra Turbo,25,1435200
2026-08-17,Cali,24 SAN FERNANDO,La Cuadra Turbo,25,1330600
2026-08-17,Bogotá,38 KENNEDY,La Cuadra Turbo,25,1569900
2026-08-17,Bogotá,08 ANDES,Mr Beast Burger Turbo,25,1463100
2026-08-17,Barranquilla,32 BARRANQUILLA,BRUNCH & MUNCH TURBO,24,1329900
2026-08-17,Bogotá,06 COLINA,Cinnabon Turbo,24,759000
2026-08-17,Bogotá,36 VILLA DEL PRADO,La Cuadra Turbo,24,1569200
2026-08-17,Bogotá,08 ANDES,Honest Food Turbo,24,937200
2026-08-17,Bogotá,01 USAQUEN,Mr Beast Burger Turbo,24,1463600
2026-08-17,Bogotá,36 VILLA DEL PRADO,Ñamgucheria Turbo,23,1191400
2026-08-17,Bogotá,38 KENNEDY,AVOCALIA TURBO,23,990000
2026-08-17,Bogotá,36 VILLA DEL PRADO,Honest Food Turbo,23,1025800
2026-08-17,Bogotá,03 CHAPINERO,Cinnabon Turbo,22,737900
2026-08-17,Bogotá,03 CHAPINERO,Ñamgucheria Turbo,22,1030800
2026-08-17,Bogotá,65 CALLE 109,Honest Food Turbo,22,948900
2026-08-17,Medellín,12 LAURELES,Ñamgucheria Turbo,21,1002800
2026-08-17,Bogotá,03 CHAPINERO,Mr Beast Burger Turbo,21,1086600
2026-08-17,Bogotá,08 ANDES,Desayunos de la Abuela Turbo,21,1216900
2026-08-17,Cali,46 INGENIO,Honest Food Turbo,21,903600
2026-08-17,Bucaramanga,42 CABECERA,Cinnabon Turbo,20,780500
2026-08-17,Bogotá,06 COLINA,The Breakfast Club Turbo,20,1080300
2026-08-17,Cali,24 SAN FERNANDO,Burritos & Co Turbo,20,1166000
2026-08-17,Cartagena,33 CARTAGENA,Mr Beast Burger Turbo,20,1084400
2026-08-17,Medellín,11 MANILA,Mr Beast Burger Turbo,20,1081500
2026-08-17,Medellín,12 LAURELES,Monteverde Turbo,19,697900
2026-08-17,Barranquilla,32 BARRANQUILLA,Honest Food Turbo,19,889300
2026-08-17,Bogotá,02 PARQUE 93,SAN JERÓNIMO TURBO,19,667000
2026-08-17,Bucaramanga,42 CABECERA,Honest Food Turbo,19,800400
2026-08-17,Bogotá,03 CHAPINERO,SAN JERÓNIMO TURBO,18,598000
2026-08-17,Bogotá,03 CHAPINERO,Frost By Oreo Turbo,18,476600
2026-08-17,Cali,24 SAN FERNANDO,AVOCALIA TURBO,18,1178100
2026-08-17,Bucaramanga,42 CABECERA,BRUNCH & MUNCH TURBO,18,889100
2026-08-17,Barranquilla,32 BARRANQUILLA,Mr Beast Burger Turbo,18,804500
2026-08-17,Bogotá,71 CEDRITOS,Local Cocina Consciente turbo,18,968800
2026-08-17,Bogotá,06 COLINA,Ñamgucheria Turbo,17,824600
2026-08-17,Bogotá,08 ANDES,The Breakfast Club Turbo,17,1010500
2026-08-17,Medellín,11 MANILA,Frost By Oreo Turbo,17,470700
2026-08-17,Bogotá,65 CALLE 109,Monteverde Turbo,16,524300
2026-08-17,Cali,22 SANTA MONICA,The Breakfast Club Turbo,16,949300
2026-08-17,Bogotá,50 CHICO,Desayunos de la Abuela Turbo,16,816800
2026-08-17,Cartagena,33 CARTAGENA,Ñamgucheria Turbo,16,878000
2026-08-17,Medellín,11 MANILA,The Egg Spot Turbo,15,798100
2026-08-17,Bogotá,02 PARQUE 93,Ñamgucheria Turbo,15,736200
2026-08-17,Bogotá,06 COLINA,SAN JERÓNIMO TURBO,15,529000
2026-08-17,Bogotá,38 KENNEDY,Honest Food Turbo,15,1008800
2026-08-17,Bogotá,36 VILLA DEL PRADO,BRUNCH & MUNCH TURBO,14,905700
2026-08-17,Cali,46 INGENIO,Burritos & Co Turbo,14,534800
2026-08-17,Bogotá,06 COLINA,Honest Food Turbo,14,756700
2026-08-17,Cartagena,33 CARTAGENA,Honest Food Turbo,13,588900
2026-08-17,Cali,22 SANTA MONICA,Honest Food Turbo,13,428500
2026-08-17,Bogotá,36 VILLA DEL PRADO,Monteverde Turbo,13,620300
2026-08-17,Medellín,12 LAURELES,Desayunos mi Tierrita Turbo,13,481800
2026-08-17,Medellín,11 MANILA,Desayunos mi Tierrita Turbo,13,683600
2026-08-17,Cali,24 SAN FERNANDO,Honest Food Turbo,13,584100
2026-08-17,Medellín,12 LAURELES,Vicio Turbo,12,537100
2026-08-17,Bogotá,69 ARRECIFE,Ñamgucheria Turbo,12,702700
2026-08-17,Bogotá,01 USAQUEN,The Breakfast Club Turbo,12,650200
2026-08-17,Bucaramanga,42 CABECERA,Ñamgucheria Turbo,12,679900
2026-08-17,Bogotá,01 USAQUEN,SAN JERÓNIMO TURBO,12,402500
2026-08-17,Bogotá,38 KENNEDY,Green House Turbo,12,456200
2026-08-17,Bogotá,01 USAQUEN,Honest Food Turbo,12,557500
2026-08-17,Bogotá,71 CEDRITOS,Honest Food Turbo,12,599200
2026-08-17,Bogotá,02 PARQUE 93,Desayunos de la Abuela Turbo,11,569800
2026-08-17,Barranquilla,32 BARRANQUILLA,The Egg Spot Turbo,11,337200
2026-08-17,Bogotá,02 PARQUE 93,BRUNCH & MUNCH TURBO,11,435200
2026-08-17,Bogotá,38 KENNEDY,BRUNCH & MUNCH TURBO,11,365200
2026-08-17,Cali,46 INGENIO,Mr Beast Burger Turbo,11,775700
2026-08-17,Bogotá,06 COLINA,Monteverde Turbo,11,593900
2026-08-17,Medellín,11 MANILA,SAN JERÓNIMO TURBO,10,483000
2026-08-17,Medellín,11 MANILA,Almuerzos de la Casa Turbo,10,401600
2026-08-17,Medellín,11 MANILA,Vicio Turbo,10,338500
2026-08-17,Cali,22 SANTA MONICA,Cinnabon Turbo,10,355600
2026-08-17,Bogotá,69 ARRECIFE,SAN JERÓNIMO TURBO,10,368000
2026-08-17,Cali,22 SANTA MONICA,BRUNCH & MUNCH TURBO,10,438300
2026-08-17,Barranquilla,32 BARRANQUILLA,Ñamgucheria Turbo,10,458900
2026-08-17,Cartagena,33 CARTAGENA,House of Salads Turbo,9,363800
2026-08-17,Barranquilla,32 BARRANQUILLA,Frost By Oreo Turbo,9,219200
2026-08-17,Cali,46 INGENIO,BRUNCH & MUNCH TURBO,9,405600
2026-08-17,Bogotá,65 CALLE 109,The Egg Spot Turbo,9,539500
2026-08-17,Cali,22 SANTA MONICA,Desayunos de la Abuela Turbo,9,355000
2026-08-17,Barranquilla,32 BARRANQUILLA,Desayunos mi Tierrita Turbo,9,580900
2026-08-17,Bogotá,02 PARQUE 93,Doritos Locos By Dorito Turbo,9,334400
2026-08-17,Bogotá,71 CEDRITOS,El Calentao Turbo,9,420700
2026-08-17,Bogotá,03 CHAPINERO,Almuerzos de la Casa Turbo,8,240700
2026-08-17,Medellín,12 LAURELES,Alba Vegetarian Turbo,8,307000
2026-08-17,Cali,46 INGENIO,Cinnabon Turbo,8,193300
2026-08-17,Bucaramanga,42 CABECERA,Monteverde Turbo,8,270700
2026-08-17,Bogotá,03 CHAPINERO,Desayunos mi Tierrita Turbo,8,455900
2026-08-17,Bucaramanga,42 CABECERA,El Ejecutivo Turbo,8,378800
2026-08-17,Bogotá,71 CEDRITOS,The Breakfast Club Turbo,8,455400
2026-08-17,Barranquilla,32 BARRANQUILLA,El Ejecutivo Turbo,8,210000
2026-08-17,Medellín,11 MANILA,El Jefe Turbo,8,398300
2026-08-17,Bogotá,03 CHAPINERO,Señor Burrito Turbo,8,421000
2026-08-17,Medellín,11 MANILA,House of Salads Turbo,7,378100
2026-08-17,Bogotá,03 CHAPINERO,Monteverde Turbo,7,235900
2026-08-17,Bogotá,01 USAQUEN,Almuerzos de la Casa Turbo,7,329100
2026-08-17,Medellín,12 LAURELES,Señor Burrito Turbo,7,330500
2026-08-17,Bucaramanga,42 CABECERA,Desayunos de la Abuela Turbo,7,483800
2026-08-17,Barranquilla,32 BARRANQUILLA,Almuerzos de la Casa Turbo,7,214900
2026-08-17,Bogotá,65 CALLE 109,La Casa Mexicana Turbo,7,511600
2026-08-17,Bogotá,36 VILLA DEL PRADO,The Breakfast Club Turbo,7,555100
2026-08-17,Bogotá,02 PARQUE 93,Desgranados & Co Turbo,7,282400
2026-08-17,Bogotá,36 VILLA DEL PRADO,Desgranados & Co Turbo,7,401500
2026-08-17,Bogotá,38 KENNEDY,La Casa Mexicana Turbo,7,399900
2026-08-17,Bogotá,06 COLINA,Green House Turbo,7,408700
2026-08-17,Cali,46 INGENIO,Almuerzos de la Casa Turbo,7,204000
2026-08-17,Barranquilla,32 BARRANQUILLA,El Jefe Turbo,7,380500
2026-08-17,Bogotá,06 COLINA,Casa Árabe Turbo,7,371400
2026-08-17,Cali,24 SAN FERNANDO,Cinnabon Turbo,7,169400
2026-08-17,Barranquilla,32 BARRANQUILLA,SAN JERÓNIMO TURBO,7,287500
2026-08-17,Bogotá,01 USAQUEN,Desgranados & Co Turbo,6,306300
2026-08-17,Cartagena,33 CARTAGENA,SAN JERÓNIMO TURBO,6,184000
2026-08-17,Medellín,12 LAURELES,Desgranados & Co Turbo,6,307200
2026-08-17,Bogotá,02 PARQUE 93,Foodology Court Turbo,6,206100
2026-08-17,Bucaramanga,42 CABECERA,SAN JERÓNIMO TURBO,6,287500
2026-08-17,Bogotá,02 PARQUE 93,Alba Vegetarian Turbo,6,188900
2026-08-17,Bucaramanga,42 CABECERA,Almuerzos de la Casa Turbo,6,210000
2026-08-17,Barranquilla,32 BARRANQUILLA,Alba Vegetarian Turbo,6,226700
2026-08-17,Medellín,11 MANILA,Señor Burrito Turbo,6,214200
2026-08-17,Bogotá,08 ANDES,Señor Burrito Turbo,6,575400
2026-08-17,Bogotá,03 CHAPINERO,The Egg Spot Turbo,6,272800
2026-08-17,Cali,24 SAN FERNANDO,Mr Beast Burger Turbo,6,230900
2026-08-17,Cali,24 SAN FERNANDO,Almuerzos de la Casa Turbo,6,232900
2026-08-17,Bogotá,38 KENNEDY,El Jefe Turbo,6,249000
2026-08-17,Bogotá,69 ARRECIFE,Acpm Corrientazo Turbo,6,144000
2026-08-17,Bucaramanga,42 CABECERA,The Egg Spot Turbo,5,282300
2026-08-17,Bogotá,69 ARRECIFE,House of Salads Turbo,5,165500
2026-08-17,Bogotá,36 VILLA DEL PRADO,House of Salads Turbo,5,156400
2026-08-17,Medellín,12 LAURELES,The Egg Spot Turbo,5,158100
2026-08-17,Bogotá,65 CALLE 109,Pret Sandwich Bistro Turbo,5,231700
2026-08-17,Bogotá,08 ANDES,Foodology Court Turbo,5,165400
2026-08-17,Bucaramanga,42 CABECERA,El Jefe Turbo,5,221700
2026-08-17,Bogotá,69 ARRECIFE,Numa Cocina Mediterranea - Turbo,5,229000
2026-08-17,Medellín,11 MANILA,Alba Vegetarian Turbo,5,152100
2026-08-17,Bogotá,65 CALLE 109,Selvatiko Turbo,5,202800
2026-08-17,Bogotá,36 VILLA DEL PRADO,SAN JERÓNIMO TURBO,5,241500
2026-08-17,Bogotá,06 COLINA,Vicio Turbo,5,259800
2026-08-17,Bucaramanga,42 CABECERA,Bottaniko Turbo,5,198700
2026-08-17,Bogotá,02 PARQUE 93,Señor Burrito Turbo,5,211400
2026-08-17,Barranquilla,32 BARRANQUILLA,Pret Sandwich Bistro Turbo,5,246600
2026-08-17,Bogotá,65 CALLE 109,Almuerzos de la Casa Turbo,5,122400
2026-08-17,Bogotá,06 COLINA,Frost By Oreo Turbo,5,116300
2026-08-17,Medellín,12 LAURELES,Acpm Corrientazo Turbo,5,152100
2026-08-17,Medellín,11 MANILA,House Of Burgers Turbo,5,257400
2026-08-17,Cali,46 INGENIO,Desayunos de la Abuela Turbo,5,189100
2026-08-17,Bogotá,06 COLINA,The Egg Spot Turbo,5,199200
2026-08-17,Bucaramanga,42 CABECERA,Alba Vegetarian Turbo,5,189900
2026-08-17,Bogotá,03 CHAPINERO,Desgranados & Co Turbo,5,181600
2026-08-17,Bogotá,71 CEDRITOS,Desgranados & Co Turbo,5,268700
2026-08-17,Medellín,12 LAURELES,El Jefe Turbo,5,338600
2026-08-17,Bogotá,71 CEDRITOS,Frost By Oreo Turbo,5,155000
2026-08-17,Bogotá,36 VILLA DEL PRADO,El Ejecutivo Turbo,5,278500
2026-08-17,Cali,22 SANTA MONICA,Green House Turbo,5,182900
2026-08-17,Bogotá,50 CHICO,Ñamgucheria Turbo,5,470600
2026-08-17,Barranquilla,32 BARRANQUILLA,Señor Burrito Turbo,5,114600
2026-08-17,Bogotá,69 ARRECIFE,La Casa Mexicana Turbo,5,217500
2026-08-17,Cali,46 INGENIO,Señor Burrito Turbo,5,250700
2026-08-17,Bogotá,03 CHAPINERO,Cacerola Turbo,5,336900
2026-08-17,Medellín,11 MANILA,El Ejecutivo Turbo,5,163800
2026-08-17,Barranquilla,32 BARRANQUILLA,Foodology Court Turbo,5,191300
2026-08-17,Bogotá,69 ARRECIFE,Señor Burrito Turbo,5,182900
2026-08-17,Bogotá,71 CEDRITOS,House of Salads Turbo,4,197500
2026-08-17,Barranquilla,32 BARRANQUILLA,La Casa Mexicana Turbo,4,176900
2026-08-17,Bogotá,01 USAQUEN,House of Salads Turbo,4,174500
2026-08-17,Medellín,11 MANILA,Desgranados & Co Turbo,4,224000
2026-08-17,Bogotá,08 ANDES,Doritos Locos By Dorito Turbo,4,176500
2026-08-17,Bogotá,03 CHAPINERO,Vicio Turbo,4,114500
2026-08-17,Bogotá,01 USAQUEN,Señor Burrito Turbo,4,144600
2026-08-17,Bogotá,36 VILLA DEL PRADO,Acpm Corrientazo Turbo,4,184200
2026-08-17,Bogotá,36 VILLA DEL PRADO,House Of Burgers Turbo,4,274900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Frost By Oreo Turbo,4,161100
2026-08-17,Bogotá,38 KENNEDY,Frost By Oreo Turbo,4,132200
2026-08-17,Bogotá,02 PARQUE 93,House of Salads Turbo,4,248600
2026-08-17,Bogotá,06 COLINA,Señor Burrito Turbo,4,195800
2026-08-17,Cali,46 INGENIO,Desgranados & Co Turbo,4,184000
2026-08-17,Cali,46 INGENIO,Monteverde Turbo,4,157300
2026-08-17,Bogotá,38 KENNEDY,SAN JERÓNIMO TURBO,4,207000
2026-08-17,Medellín,12 LAURELES,SAN JERÓNIMO TURBO,4,172500
2026-08-17,Bogotá,08 ANDES,Almuerzos de la Casa Turbo,4,157700
2026-08-17,Bogotá,01 USAQUEN,Monteverde Turbo,4,152900
2026-08-17,Medellín,12 LAURELES,Bottaniko Turbo,4,280500
2026-08-17,Bogotá,02 PARQUE 93,Monteverde Turbo,4,136600
2026-08-17,Bogotá,08 ANDES,Casa Árabe Turbo,4,132500
2026-08-17,Bogotá,08 ANDES,Monteverde Turbo,4,162400
2026-08-17,Cali,22 SANTA MONICA,Burritos & Co Turbo,4,165600
2026-08-17,Bogotá,38 KENNEDY,Ñamgucheria Turbo,4,124400
2026-08-17,Bogotá,38 KENNEDY,The Breakfast Club Turbo,4,251700
2026-08-17,Bucaramanga,42 CABECERA,Frost By Oreo Turbo,4,64600
2026-08-17,Bogotá,08 ANDES,Desgranados & Co Turbo,4,223800
2026-08-17,Bogotá,03 CHAPINERO,Selvatiko Turbo,4,192000
2026-08-17,Bogotá,02 PARQUE 93,Frost By Oreo Turbo,4,152800
2026-08-17,Bogotá,03 CHAPINERO,Foodology Court Turbo,4,151600
2026-08-17,Medellín,12 LAURELES,La Cuadra Desayunos Turbo,4,139600
2026-08-17,Bogotá,65 CALLE 109,Bottaniko Turbo,4,126200
2026-08-17,Cali,24 SAN FERNANDO,Monteverde Turbo,4,138200
2026-08-17,Bogotá,08 ANDES,Acpm Corrientazo Turbo,4,125900
2026-08-17,Bogotá,02 PARQUE 93,Pret Sandwich Bistro Turbo,3,166800
2026-08-17,Bogotá,03 CHAPINERO,Pret Sandwich Bistro Turbo,3,152000
2026-08-17,Bogotá,01 USAQUEN,La Casa Mexicana Turbo,3,123500
2026-08-17,Medellín,12 LAURELES,Foodology Court Turbo,3,82600
2026-08-17,Barranquilla,32 BARRANQUILLA,Acpm Corrientazo Turbo,3,103500
2026-08-17,Bogotá,71 CEDRITOS,Alba Vegetarian Turbo,3,54700
2026-08-17,Cali,22 SANTA MONICA,Señor Burrito Turbo,3,148100
2026-08-17,Bogotá,06 COLINA,Pret Sandwich Bistro Turbo,3,254000
2026-08-17,Bogotá,50 CHICO,Desayunos mi Tierrita Turbo,3,124600
2026-08-17,Bogotá,08 ANDES,Alba Vegetarian Turbo,3,90700
2026-08-17,Cali,24 SAN FERNANDO,Señor Burrito Turbo,3,99500
2026-08-17,Bogotá,08 ANDES,Numa Cocina Mediterranea - Turbo,3,160700
2026-08-17,Medellín,12 LAURELES,Frost By Oreo Turbo,3,101200
2026-08-17,Bogotá,65 CALLE 109,Alba Vegetarian Turbo,3,131500
2026-08-17,Medellín,12 LAURELES,Burrito Cantina Turbo,3,126700
2026-08-17,Medellín,11 MANILA,La Casa Mexicana Turbo,3,161800
2026-08-17,Medellín,11 MANILA,Foodology Court Turbo,3,173300
2026-08-17,Bogotá,71 CEDRITOS,Pret Sandwich Bistro Turbo,3,111400
2026-08-17,Bogotá,03 CHAPINERO,House of Salads Turbo,3,96700
2026-08-17,Bogotá,69 ARRECIFE,Monteverde Turbo,3,163900
2026-08-17,Bogotá,50 CHICO,The Egg Spot Turbo,3,124200
2026-08-17,Barranquilla,32 BARRANQUILLA,Bottaniko Turbo,3,154600
2026-08-17,Bogotá,69 ARRECIFE,Alba Vegetarian Turbo,3,164700
2026-08-17,Bogotá,69 ARRECIFE,Local Cocina Consciente turbo,3,116200
2026-08-17,Barranquilla,32 BARRANQUILLA,Selvatiko Turbo,3,89200
2026-08-17,Bogotá,08 ANDES,La Casa Mexicana Turbo,3,200800
2026-08-17,Bogotá,65 CALLE 109,Desgranados & Co Turbo,3,160700
2026-08-17,Medellín,12 LAURELES,House Of Burgers Turbo,3,183100
2026-08-17,Barranquilla,32 BARRANQUILLA,Burrito Cantina Turbo,3,200200
2026-08-17,Cali,46 INGENIO,Ñamgucheria Turbo,3,193700
2026-08-17,Bogotá,01 USAQUEN,Doritos Locos By Dorito Turbo,3,144500
2026-08-17,Bogotá,71 CEDRITOS,Numa Cocina Mediterranea - Turbo,3,135600
2026-08-17,Bogotá,03 CHAPINERO,Doritos Locos By Dorito Turbo,3,155500
2026-08-17,Bogotá,65 CALLE 109,Frost By Oreo Turbo,3,112000
2026-08-17,Bogotá,03 CHAPINERO,Numa Cocina Mediterranea - Turbo,3,160100
2026-08-17,Bogotá,36 VILLA DEL PRADO,Pret Sandwich Bistro Turbo,3,110600
2026-08-17,Bogotá,03 CHAPINERO,House Of Burgers Turbo,3,148500
2026-08-17,Medellín,12 LAURELES,Cacerola Turbo,3,130300
2026-08-17,Bogotá,69 ARRECIFE,Pret Sandwich Bistro Turbo,3,167500
2026-08-17,Cartagena,33 CARTAGENA,Monteverde Turbo,3,79200
2026-08-17,Cali,24 SAN FERNANDO,BRUNCH & MUNCH TURBO,3,124200
2026-08-17,Bogotá,03 CHAPINERO,Bottaniko Turbo,3,102800
